study_id,participant,age_in_years,sex,species,sessions,trial,lottery,exchange,reward_obtained,visible_probability_of_gain,real_probability_of_gain,cover_position,number_large_visible_rewards,level_of_information,previous_rewards
romain2021non,gorgo,30,m,gorilla,6,12,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,6,13,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,gorgo,30,m,gorilla,6,14,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,small
romain2021non,gorgo,30,m,gorilla,6,15,16,yes,large,"0,5","0,5",no_cover,3,risk,none
romain2021non,gorgo,30,m,gorilla,6,16,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,gorgo,30,m,gorilla,6,17,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,medium
romain2021non,gorgo,30,m,gorilla,6,18,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,6,19,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,gorgo,30,m,gorilla,6,20,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,6,21,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,gorgo,30,m,gorilla,6,22,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,6,23,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,6,24,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,gorgo,30,m,gorilla,6,25,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,gorgo,30,m,gorilla,6,26,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,gorgo,30,m,gorilla,6,27,1,yes,large,1,1,no_cover,6,risk,medium
romain2021non,gorgo,30,m,gorilla,6,28,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,gorgo,30,m,gorilla,7,1,20,yes,small,"0,33","0,33",no_cover,2,risk,none
romain2021non,gorgo,30,m,gorilla,7,2,24,yes,small,"0,17","0,17",no_cover,1,risk,small
romain2021non,gorgo,30,m,gorilla,7,3,14,no,medium,"0,5","0,5",cover_middle,2,ambiguous,small
romain2021non,gorgo,30,m,gorilla,7,4,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,gorgo,30,m,gorilla,7,5,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,7,6,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,7,7,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,small
romain2021non,gorgo,30,m,gorilla,7,8,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,gorgo,30,m,gorilla,7,9,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,7,10,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,gorgo,30,m,gorilla,7,11,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,7,12,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,7,13,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,7,14,5,no,medium,1,"0,83",cover_right,4,ambiguous,large
romain2021non,gorgo,30,m,gorilla,7,15,9,yes,large,1,"0,67",cover_right,4,ambiguous,none
romain2021non,gorgo,30,m,gorilla,7,16,16,yes,large,"0,5","0,5",no_cover,3,risk,large
romain2021non,gorgo,30,m,gorilla,7,17,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,7,18,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,gorgo,30,m,gorilla,7,19,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,gorgo,30,m,gorilla,7,20,19,no,medium,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,gorgo,30,m,gorilla,7,21,11,no,medium,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,gorgo,30,m,gorilla,7,22,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,gorgo,30,m,gorilla,7,23,17,no,medium,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,7,24,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,gorgo,30,m,gorilla,7,25,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,7,26,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,7,27,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,7,28,8,no,medium,"0,83","0,83",no_cover,5,risk,small
romain2021non,gorgo,30,m,gorilla,8,1,12,yes,large,"0,67","0,67",no_cover,4,risk,none
romain2021non,gorgo,30,m,gorilla,8,2,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,gorgo,30,m,gorilla,8,3,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,gorgo,30,m,gorilla,8,4,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,gorgo,30,m,gorilla,8,5,3,yes,large,1,1,cover_middle,4,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,8,6,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,8,7,23,yes,large,0,"0,17",cover_left,0,ambiguous,large
romain2021non,gorgo,30,m,gorilla,8,8,9,yes,large,1,"0,67",cover_right,4,ambiguous,large
romain2021non,gorgo,30,m,gorilla,8,9,16,yes,large,"0,5","0,5",no_cover,3,risk,large
romain2021non,gorgo,30,m,gorilla,8,10,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,gorgo,30,m,gorilla,8,11,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,8,12,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,8,13,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,gorgo,30,m,gorilla,8,14,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,8,15,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,none
romain2021non,gorgo,30,m,gorilla,8,16,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,8,17,8,yes,large,"0,83","0,83",no_cover,5,risk,medium
romain2021non,gorgo,30,m,gorilla,8,18,20,yes,large,"0,33","0,33",no_cover,2,risk,large
romain2021non,gorgo,30,m,gorilla,8,19,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,8,20,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,gorgo,30,m,gorilla,8,21,15,no,medium,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,8,22,17,yes,large,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,8,23,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,8,24,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,gorgo,30,m,gorilla,8,25,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,8,26,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,gorgo,30,m,gorilla,8,27,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,8,28,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,9,1,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,none
romain2021non,gorgo,30,m,gorilla,9,2,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,9,3,23,no,medium,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,gorgo,30,m,gorilla,9,4,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,gorgo,30,m,gorilla,9,5,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,9,6,16,yes,small,"0,5","0,5",no_cover,3,risk,small
romain2021non,gorgo,30,m,gorilla,9,7,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,9,8,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,9,9,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,9,10,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,gorgo,30,m,gorilla,9,11,20,yes,small,"0,33","0,33",no_cover,2,risk,large
romain2021non,gorgo,30,m,gorilla,9,12,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,gorgo,30,m,gorilla,9,13,19,no,medium,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,gorgo,30,m,gorilla,9,14,11,no,medium,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,gorgo,30,m,gorilla,9,15,3,yes,large,1,1,cover_middle,4,predictability_advantageous,none
romain2021non,gorgo,30,m,gorilla,9,16,9,yes,large,1,"0,67",cover_right,4,ambiguous,large
romain2021non,gorgo,30,m,gorilla,9,17,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,9,18,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,9,19,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,9,20,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,gorgo,30,m,gorilla,9,21,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,gorgo,30,m,gorilla,9,22,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,9,23,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,gorgo,30,m,gorilla,9,24,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,gorgo,30,m,gorilla,9,25,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,gorgo,30,m,gorilla,9,26,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,gorgo,30,m,gorilla,9,27,17,no,medium,"0,5","0,33",cover_right,2,predictability_disadvantageous,small
romain2021non,gorgo,30,m,gorilla,9,28,1,yes,large,1,1,no_cover,6,risk,medium
romain2021non,gorgo,30,m,gorilla,10,1,1,yes,large,1,1,no_cover,6,risk,none
romain2021non,gorgo,30,m,gorilla,10,2,19,yes,small,0,"0,33",cover_left,0,ambiguous,large
romain2021non,gorgo,30,m,gorilla,10,3,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,10,4,25,yes,small,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,10,5,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,gorgo,30,m,gorilla,10,6,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,10,7,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,10,8,27,yes,small,0,0,cover_left,0,ambiguous,small
romain2021non,gorgo,30,m,gorilla,10,9,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,10,10,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,10,11,8,yes,large,"0,83","0,83",no_cover,5,risk,small
romain2021non,gorgo,30,m,gorilla,10,12,20,yes,large,"0,33","0,33",no_cover,2,risk,large
romain2021non,gorgo,30,m,gorilla,10,13,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,gorgo,30,m,gorilla,10,14,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,10,15,23,no,medium,0,"0,17",cover_left,0,ambiguous,none
romain2021non,gorgo,30,m,gorilla,10,16,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,gorgo,30,m,gorilla,10,17,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,10,18,24,no,medium,"0,17","0,17",no_cover,1,risk,medium
romain2021non,gorgo,30,m,gorilla,10,19,16,yes,large,"0,5","0,5",no_cover,3,risk,medium
romain2021non,gorgo,30,m,gorilla,10,20,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,10,21,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,10,22,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,gorgo,30,m,gorilla,10,23,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,gorgo,30,m,gorilla,10,24,17,yes,large,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,10,25,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,10,26,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,10,27,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,10,28,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,11,1,28,no,medium,0,0,no_cover,0,risk,none
romain2021non,gorgo,30,m,gorilla,11,2,1,yes,large,1,1,no_cover,6,risk,medium
romain2021non,gorgo,30,m,gorilla,11,3,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,11,4,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,11,5,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,gorgo,30,m,gorilla,11,6,16,yes,small,"0,5","0,5",no_cover,3,risk,large
romain2021non,gorgo,30,m,gorilla,11,7,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,small
romain2021non,gorgo,30,m,gorilla,11,8,19,yes,large,0,"0,33",cover_left,0,ambiguous,small
romain2021non,gorgo,30,m,gorilla,11,9,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,gorgo,30,m,gorilla,11,10,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,11,11,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,gorgo,30,m,gorilla,11,12,20,yes,small,"0,33","0,33",no_cover,2,risk,medium
romain2021non,gorgo,30,m,gorilla,11,13,22,yes,large,"0,25","0,17",cover_middle,1,predictability_disadvantageous,small
romain2021non,gorgo,30,m,gorilla,11,14,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,11,15,24,yes,small,"0,17","0,17",no_cover,1,risk,none
romain2021non,gorgo,30,m,gorilla,11,16,27,yes,small,0,0,cover_left,0,ambiguous,small
romain2021non,gorgo,30,m,gorilla,11,17,25,yes,small,0,0,cover_right,0,predictability_disadvantageous,small
romain2021non,gorgo,30,m,gorilla,11,18,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,gorgo,30,m,gorilla,11,19,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,11,20,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,11,21,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,11,22,23,yes,small,0,"0,17",cover_left,0,ambiguous,small
romain2021non,gorgo,30,m,gorilla,11,23,3,yes,large,1,1,cover_middle,4,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,11,24,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,gorgo,30,m,gorilla,11,25,6,yes,small,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,11,26,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,gorgo,30,m,gorilla,11,27,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,11,28,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,12,1,24,yes,small,"0,17","0,17",no_cover,1,risk,none
romain2021non,gorgo,30,m,gorilla,12,2,16,yes,small,"0,5","0,5",no_cover,3,risk,small
romain2021non,gorgo,30,m,gorilla,12,3,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,12,4,20,yes,small,"0,33","0,33",no_cover,2,risk,large
romain2021non,gorgo,30,m,gorilla,12,5,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,12,6,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,12,7,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,12,8,17,yes,large,"0,5","0,33",cover_right,2,predictability_disadvantageous,small
romain2021non,gorgo,30,m,gorilla,12,9,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,12,10,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,12,11,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,gorgo,30,m,gorilla,12,12,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,12,13,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,gorgo,30,m,gorilla,12,14,9,yes,large,1,"0,67",cover_right,4,ambiguous,medium
romain2021non,gorgo,30,m,gorilla,12,15,23,yes,small,0,"0,17",cover_left,0,ambiguous,none
romain2021non,gorgo,30,m,gorilla,12,16,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,gorgo,30,m,gorilla,12,17,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,12,18,19,yes,large,0,"0,33",cover_left,0,ambiguous,small
romain2021non,gorgo,30,m,gorilla,12,19,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,12,20,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,12,21,27,yes,small,0,0,cover_left,0,ambiguous,large
romain2021non,gorgo,30,m,gorilla,12,22,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,small
romain2021non,gorgo,30,m,gorilla,12,23,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,gorgo,30,m,gorilla,12,24,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,12,25,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,gorgo,30,m,gorilla,12,26,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,gorgo,30,m,gorilla,12,27,12,yes,small,"0,67","0,67",no_cover,4,risk,medium
romain2021non,gorgo,30,m,gorilla,12,28,1,yes,large,1,1,no_cover,6,risk,small
romain2021non,gorgo,30,m,gorilla,13,1,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,none
romain2021non,gorgo,30,m,gorilla,13,2,20,yes,large,"0,33","0,33",no_cover,2,risk,large
romain2021non,gorgo,30,m,gorilla,13,3,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,13,4,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,gorgo,30,m,gorilla,13,5,12,yes,large,"0,67","0,67",no_cover,4,risk,small
romain2021non,gorgo,30,m,gorilla,13,6,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,13,7,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,gorgo,30,m,gorilla,13,8,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,gorgo,30,m,gorilla,13,9,1,yes,large,1,1,no_cover,6,risk,small
romain2021non,gorgo,30,m,gorilla,13,10,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,13,11,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,13,12,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,gorgo,30,m,gorilla,13,13,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,gorgo,30,m,gorilla,13,14,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,gorgo,30,m,gorilla,13,15,16,yes,small,"0,5","0,5",no_cover,3,risk,none
romain2021non,gorgo,30,m,gorilla,13,16,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,gorgo,30,m,gorilla,13,17,19,yes,large,0,"0,33",cover_left,0,ambiguous,large
romain2021non,gorgo,30,m,gorilla,13,18,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,gorgo,30,m,gorilla,13,19,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,13,20,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,gorgo,30,m,gorilla,13,21,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,gorgo,30,m,gorilla,13,22,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,gorgo,30,m,gorilla,13,23,28,no,medium,0,0,no_cover,0,risk,small
